edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
33.3,Valparaíso,82.0,1272000.0,Masculino,Básica,No,Alta,Separado/a,6.4,No,Ocasional,
11.7,Puerto Montt,64.0,759000.0,Masculino,Media,Sí,Baja,Soltero/a,8.7,No,Nunca,Privado
33.2,Valparaíso,60.6,974000.0,Femenino,Universitaria,No,Baja,Soltero/a,9.2,No,Ocasional,Público
3.6,Santiago,60.9,591000.0,Femenino,Media,Sí,Baja,Separado/a,6.2,No,Ocasional,
16.2,Santiago,48.7,877000.0,Masculino,Media,Sí,Media,Separado/a,6.6,No,Nunca,Público
51.4,Valdivia,75.7,474000.0,,Universitaria,No,Baja,Soltero/a,9.1,No,Ocasional,Privado
,Valparaíso,48.0,913000.0,Femenino,Media,No,,Separado/a,8.0,No,Nunca,Privado
46.4,Antofagasta,55.3,711000.0,,Básica,No,Media,Casado/a,7.7,No,Nunca,Privado
25.5,La Serena,45.1,807000.0,Femenino,Universitaria,No,Baja,Casado/a,7.2,No,Ocasional,Bicicleta/Pie
39.3,Valparaíso,69.0,974000.0,Masculino,Universitaria,Sí,Media,Soltero/a,8.1,No,Nunca,Público
39.9,Santiago,68.2,492000.0,Masculino,,No,Media,Soltero/a,7.0,Sí,Nunca,Público
22.6,Valparaíso,66.1,629000.0,Femenino,Media,No,Alta,Separado/a,9.3,Sí,Nunca,Privado
62.6,Antofagasta,57.5,914000.0,Masculino,Universitaria,No,Media,Separado/a,6.8,Sí,Ocasional,Bicicleta/Pie
53.2,Valparaíso,55.9,1325000.0,Femenino,Universitaria,Sí,Media,Viudo/a,6.8,No,Ocasional,Privado
36.7,La Serena,75.6,765000.0,Masculino,Básica,Sí,Media,Casado/a,3.9,Sí,Nunca,Público
40.4,Temuco,63.4,948000.0,Femenino,Técnica,No,Baja,Soltero/a,8.6,Sí,Ocasional,Público
43.1,Antofagasta,73.8,773000.0,Femenino,Universitaria,No,Alta,Soltero/a,5.6,Sí,Frecuente,Privado
9.4,Santiago,59.4,1286000.0,Femenino,,No,Baja,Soltero/a,3.4,No,Nunca,Privado
36.3,La Serena,72.2,363000.0,Femenino,Universitaria,No,Media,Soltero/a,6.7,No,Frecuente,Privado
29.8,Valparaíso,85.6,824000.0,Femenino,Universitaria,Sí,Media,,6.5,Sí,Ocasional,Público
25.0,Valparaíso,77.0,394000.0,Masculino,Universitaria,No,Alta,Casado/a,,No,Frecuente,
35.8,Temuco,65.1,173000.0,Masculino,,Sí,,Viudo/a,8.0,Sí,Ocasional,Privado
67.0,Santiago,73.1,874000.0,Femenino,Media,,Media,Casado/a,5.8,Sí,Ocasional,Público
49.6,Santiago,67.1,835000.0,Masculino,Universitaria,No,Media,Soltero/a,11.1,No,Nunca,Privado
31.4,Concepción,70.1,729000.0,,Universitaria,Sí,Baja,Casado/a,6.7,No,Frecuente,Bicicleta/Pie
48.6,Santiago,66.1,773000.0,Femenino,Media,No,Media,Soltero/a,4.5,No,Nunca,
61.0,Temuco,68.0,1575000.0,Masculino,Universitaria,No,Baja,,9.4,No,Frecuente,Privado
53.9,Puerto Montt,72.5,735000.0,Masculino,Técnica,No,Alta,Casado/a,8.1,No,Ocasional,Privado
40.9,Concepción,58.1,928000.0,Femenino,Universitaria,No,Baja,Separado/a,,,Ocasional,Público
30.3,Concepción,57.8,638000.0,Femenino,,Sí,Media,Casado/a,6.3,No,Nunca,Público
50.5,Valparaíso,53.3,874000.0,Femenino,Media,,Baja,Soltero/a,7.1,No,Frecuente,Bicicleta/Pie
45.9,Valparaíso,50.8,740000.0,Femenino,Básica,No,Baja,Separado/a,3.7,Sí,Frecuente,Privado
53.4,Santiago,55.4,697000.0,Femenino,Media,Sí,,Soltero/a,6.6,No,Ocasional,Privado
49.5,Concepción,71.9,1255000.0,Femenino,Universitaria,No,Baja,Separado/a,10.7,No,,Privado
55.7,Valdivia,59.3,1094000.0,Masculino,Técnica,Sí,Media,Separado/a,5.6,No,Ocasional,Público
32.0,Valparaíso,76.2,834000.0,Femenino,Básica,No,Baja,Casado/a,7.3,Sí,Ocasional,Público
59.8,Temuco,70.4,224000.0,Femenino,Universitaria,,Baja,Casado/a,4.5,No,Nunca,Público
43.0,Valdivia,46.4,710000.0,Masculino,Básica,No,Baja,Separado/a,6.2,,Frecuente,Privado
71.1,Valparaíso,77.9,1476000.0,,,Sí,Media,Separado/a,5.1,No,Frecuente,Privado
29.7,Antofagasta,79.7,,Femenino,,Sí,Baja,Separado/a,7.6,No,Ocasional,Público
,Antofagasta,58.1,1076000.0,Masculino,Media,No,Media,,7.3,No,Frecuente,Bicicleta/Pie
43.0,Valparaíso,75.0,1160000.0,Femenino,Universitaria,Sí,Baja,Casado/a,5.0,Sí,Nunca,Privado
30.2,Concepción,59.7,855000.0,Masculino,Universitaria,No,Alta,Soltero/a,7.1,No,Frecuente,
32.7,Puerto Montt,71.2,590000.0,Femenino,Media,Sí,,Casado/a,7.2,Sí,Frecuente,Público
35.2,Puerto Montt,54.8,191000.0,Masculino,Técnica,No,Alta,Viudo/a,,No,Ocasional,
46.4,Concepción,48.5,971000.0,Masculino,,Sí,Media,Soltero/a,8.3,No,Frecuente,Bicicleta/Pie
47.8,La Serena,65.4,596000.0,Masculino,Básica,No,Media,Casado/a,9.3,,Nunca,Privado
31.4,Puerto Montt,68.5,844000.0,Femenino,Universitaria,Sí,Media,Separado/a,6.1,No,Ocasional,Bicicleta/Pie
39.6,Antofagasta,65.2,488000.0,Femenino,Universitaria,Sí,Baja,Separado/a,6.5,No,Nunca,Privado
72.1,Temuco,55.8,,Masculino,Básica,Sí,Media,Casado/a,6.7,No,Frecuente,Bicicleta/Pie
65.9,Concepción,65.2,808000.0,Masculino,,Sí,Media,,5.0,Sí,Frecuente,Bicicleta/Pie
46.5,Santiago,73.2,867000.0,Femenino,Técnica,No,Media,Separado/a,5.5,No,Ocasional,Público
40.6,Antofagasta,69.5,521000.0,Femenino,Técnica,No,Media,Viudo/a,7.8,Sí,Nunca,Público
41.8,Temuco,72.2,1099000.0,Femenino,Básica,Sí,Alta,Viudo/a,9.9,No,,
49.2,Temuco,62.0,651000.0,Femenino,Media,No,Baja,Viudo/a,,Sí,Frecuente,Privado
24.7,Concepción,,381000.0,Femenino,Universitaria,Sí,Alta,Soltero/a,10.4,No,Ocasional,Bicicleta/Pie
36.1,Temuco,55.9,773000.0,Masculino,,No,Baja,Viudo/a,6.2,No,Frecuente,Privado
15.0,Concepción,75.9,809000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,8.8,No,Frecuente,Privado
46.0,Puerto Montt,84.2,,Masculino,,,Alta,Viudo/a,7.6,No,Frecuente,Privado
49.7,Valparaíso,75.8,,Femenino,Universitaria,No,Media,Casado/a,7.3,No,Nunca,Privado
32.8,Antofagasta,67.6,741000.0,Masculino,Básica,Sí,Alta,Separado/a,6.4,No,Nunca,Público
63.6,La Serena,63.7,770000.0,Masculino,Universitaria,Sí,Baja,Casado/a,7.0,Sí,Nunca,Bicicleta/Pie
21.6,Valparaíso,82.4,524000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,5.9,No,Frecuente,
18.0,Antofagasta,52.9,1005000.0,Masculino,Media,Sí,Media,Soltero/a,8.4,No,Ocasional,Público
43.4,Concepción,58.4,846000.0,Masculino,Universitaria,Sí,Alta,Casado/a,8.7,No,Ocasional,Privado
55.7,Antofagasta,65.2,695000.0,Masculino,Técnica,No,Baja,Viudo/a,6.0,Sí,Ocasional,
65.3,Puerto Montt,84.9,324000.0,Masculino,Básica,Sí,,Soltero/a,4.5,Sí,Nunca,Público
33.1,Concepción,74.6,1161000.0,Femenino,Básica,No,,Soltero/a,6.5,No,Nunca,Público
56.2,Valparaíso,58.4,493000.0,Masculino,Básica,Sí,Media,,10.0,No,Nunca,
39.4,Santiago,66.3,652000.0,Femenino,,No,Baja,Separado/a,,,,Bicicleta/Pie
37.4,Santiago,62.6,890000.0,Masculino,Universitaria,No,,Soltero/a,8.7,No,Frecuente,Público
53.3,Valdivia,61.5,,Femenino,Básica,Sí,Baja,Viudo/a,5.6,No,Ocasional,Bicicleta/Pie
49.8,Valdivia,81.7,427000.0,Femenino,Técnica,,,Casado/a,6.3,No,Ocasional,Privado
16.4,Antofagasta,53.5,269000.0,Femenino,Media,No,,Casado/a,6.5,Sí,Nunca,Privado
62.1,Santiago,89.3,980000.0,Masculino,Universitaria,No,Media,,5.2,Sí,Ocasional,Privado
60.7,Concepción,79.9,664000.0,Femenino,Técnica,Sí,Alta,Separado/a,7.3,Sí,Ocasional,Privado
30.6,Temuco,83.1,1532000.0,,,No,Alta,Separado/a,5.8,No,,Privado
45.9,Concepción,,551000.0,Masculino,Media,No,Baja,Soltero/a,8.4,No,Nunca,Privado
47.4,Temuco,68.2,570000.0,Femenino,Técnica,No,Alta,Viudo/a,,No,Nunca,Bicicleta/Pie
43.9,Valparaíso,52.8,659000.0,Masculino,Universitaria,No,Baja,Soltero/a,9.2,No,Nunca,Público
31.7,La Serena,63.7,861000.0,Masculino,Técnica,No,Media,Soltero/a,4.5,No,Frecuente,Privado
29.9,Temuco,75.9,682000.0,Femenino,Básica,No,Media,Viudo/a,,No,Ocasional,Público
39.6,Santiago,85.6,953000.0,Masculino,Universitaria,Sí,Alta,Separado/a,6.4,No,Frecuente,
,Concepción,56.7,555000.0,,Técnica,Sí,,Separado/a,7.7,No,Ocasional,Privado
48.2,Valparaíso,65.6,455000.0,Masculino,Básica,Sí,Baja,Casado/a,6.4,No,Frecuente,Privado
34.4,Santiago,68.2,350000.0,,Media,Sí,Alta,Viudo/a,9.6,No,Nunca,Público
51.6,Valparaíso,53.3,244000.0,Masculino,,No,Baja,Soltero/a,6.7,No,Frecuente,Público
-2.7,La Serena,77.1,670000.0,Masculino,Universitaria,Sí,Baja,Viudo/a,5.6,,Nunca,Público
57.2,Puerto Montt,61.3,725000.0,Masculino,Media,No,Media,Soltero/a,,No,Nunca,Privado
13.9,Concepción,67.7,642000.0,Femenino,Básica,No,Baja,Casado/a,6.5,Sí,Frecuente,Público
34.6,Antofagasta,64.6,1111000.0,Masculino,Media,Sí,Baja,Casado/a,8.4,No,Ocasional,
23.2,Concepción,60.5,1107000.0,Femenino,Universitaria,Sí,Baja,Casado/a,6.4,No,Frecuente,
20.6,Valdivia,69.9,,Masculino,Técnica,No,Alta,Casado/a,4.7,No,Nunca,
57.4,La Serena,67.4,352000.0,Femenino,Básica,Sí,Alta,Soltero/a,7.3,No,Nunca,Privado
33.0,Concepción,,658000.0,Femenino,Básica,Sí,Alta,Separado/a,6.0,No,Ocasional,Privado
45.2,Valdivia,61.3,650000.0,Femenino,Básica,No,Baja,Soltero/a,5.3,No,Ocasional,Público
39.3,Antofagasta,73.8,636000.0,Masculino,,No,Baja,Casado/a,7.0,No,,Bicicleta/Pie
47.2,Temuco,89.8,626000.0,Masculino,,,,Separado/a,,No,Nunca,Público
41.2,Valparaíso,71.7,637000.0,Masculino,,No,Alta,Viudo/a,,,Frecuente,Privado
20.8,Antofagasta,82.0,703000.0,Femenino,Técnica,No,Baja,Soltero/a,7.4,No,Ocasional,Público
54.9,Santiago,53.3,641000.0,Masculino,Básica,No,Baja,Viudo/a,6.1,No,Nunca,Privado
32.6,La Serena,71.9,852000.0,Masculino,Técnica,Sí,Media,Casado/a,7.2,No,Frecuente,
16.7,Temuco,56.8,890000.0,Femenino,,Sí,Alta,Viudo/a,6.1,No,Ocasional,Público
33.6,Santiago,,572000.0,Masculino,Técnica,Sí,Baja,Separado/a,8.2,Sí,Frecuente,Privado
62.5,Santiago,61.1,1118000.0,Masculino,Media,No,Alta,Separado/a,,No,Frecuente,Público
52.8,La Serena,84.3,555000.0,Femenino,Técnica,No,Alta,,9.6,Sí,Nunca,Privado
34.8,Temuco,81.4,396000.0,Femenino,Universitaria,Sí,Alta,Soltero/a,6.3,Sí,Nunca,Público
34.8,Puerto Montt,72.9,895000.0,Masculino,Media,Sí,Media,Viudo/a,7.5,No,Nunca,Público
35.2,Santiago,51.6,596000.0,,Universitaria,Sí,Baja,Viudo/a,8.7,No,Frecuente,Público
71.2,Santiago,67.6,880000.0,Masculino,Media,No,Baja,Viudo/a,7.8,,Ocasional,Privado
45.7,Temuco,73.6,199000.0,Masculino,Técnica,Sí,Alta,Casado/a,7.2,No,Ocasional,Público
46.5,Concepción,72.1,1148000.0,Masculino,Universitaria,Sí,Baja,Soltero/a,,No,Ocasional,Público
55.5,Santiago,47.9,968000.0,Masculino,Técnica,Sí,Media,Soltero/a,7.8,Sí,Nunca,Bicicleta/Pie
43.6,Valparaíso,59.3,,Masculino,Media,No,Alta,Viudo/a,7.4,,Ocasional,Bicicleta/Pie
36.1,Temuco,69.2,430000.0,Femenino,,Sí,Media,,7.0,Sí,Ocasional,
37.1,Santiago,,1218000.0,Femenino,Básica,,Media,Viudo/a,8.1,No,Nunca,Privado
38.9,La Serena,43.6,616000.0,Masculino,Técnica,No,,Viudo/a,6.9,Sí,Ocasional,Privado
39.4,Antofagasta,68.1,591000.0,Femenino,Media,No,Baja,Viudo/a,5.5,Sí,Ocasional,Privado
,Valparaíso,,233000.0,Femenino,Universitaria,No,Media,Separado/a,10.1,Sí,Ocasional,Público
40.8,Valdivia,80.2,712000.0,Masculino,Técnica,No,,Casado/a,8.3,No,Frecuente,Público
51.0,Valdivia,78.3,743000.0,Femenino,Universitaria,No,Media,Soltero/a,5.6,No,Frecuente,Privado
38.8,Antofagasta,77.0,979000.0,Femenino,Técnica,Sí,Media,Casado/a,6.6,No,Nunca,Privado
41.2,Valdivia,60.4,450000.0,Masculino,Técnica,,Alta,Separado/a,6.1,No,Nunca,Bicicleta/Pie
10.0,Antofagasta,47.1,420000.0,,Técnica,,Media,,,No,Frecuente,Privado
,Santiago,65.3,913000.0,Masculino,Universitaria,No,Media,Viudo/a,8.3,No,Nunca,Bicicleta/Pie
45.2,Valparaíso,82.0,1052000.0,Masculino,Universitaria,No,Baja,Casado/a,6.5,No,Nunca,Privado
55.0,Valparaíso,86.7,407000.0,Masculino,Técnica,No,Alta,Separado/a,9.9,No,Ocasional,Privado
-3.4,Concepción,78.5,1070000.0,Masculino,Básica,Sí,Baja,Soltero/a,4.3,No,Nunca,Público
71.3,Antofagasta,75.2,809000.0,Masculino,Básica,Sí,Alta,Soltero/a,7.0,No,Nunca,
37.9,Valparaíso,74.6,1073000.0,Femenino,Básica,No,Baja,Casado/a,5.0,Sí,Ocasional,Bicicleta/Pie
,Concepción,63.3,,Masculino,Media,No,Media,Casado/a,7.5,Sí,Ocasional,Público
24.4,Temuco,68.4,169000.0,Femenino,,No,Alta,Soltero/a,7.7,Sí,Frecuente,
49.2,Concepción,90.0,762000.0,Femenino,Universitaria,No,Alta,Soltero/a,8.3,No,Nunca,Privado
24.2,La Serena,58.7,1065000.0,Masculino,Básica,Sí,,Separado/a,5.2,No,Ocasional,Público
30.6,Puerto Montt,89.4,577000.0,,Universitaria,No,Alta,Viudo/a,7.6,No,Nunca,Bicicleta/Pie
68.7,Santiago,66.1,703000.0,,Media,No,Baja,Viudo/a,5.7,No,Nunca,Privado
37.1,Temuco,85.9,756000.0,,Universitaria,Sí,,Separado/a,7.1,No,Frecuente,
43.3,Puerto Montt,53.1,75000.0,Masculino,Universitaria,No,Alta,Soltero/a,6.3,No,Frecuente,Privado
53.1,Puerto Montt,77.0,1218000.0,Femenino,Universitaria,Sí,Alta,Casado/a,5.1,Sí,Frecuente,Bicicleta/Pie
,Temuco,61.2,575000.0,Femenino,Básica,No,Alta,Casado/a,8.1,No,Frecuente,Privado
42.3,La Serena,53.0,926000.0,Masculino,Técnica,No,Baja,Soltero/a,6.6,No,Frecuente,Bicicleta/Pie
45.5,Concepción,72.6,778000.0,Femenino,Universitaria,Sí,Alta,Separado/a,8.3,No,Ocasional,Público
76.1,Santiago,82.1,1114000.0,Femenino,Básica,,Alta,Soltero/a,8.4,No,Frecuente,Privado
39.1,Concepción,59.9,902000.0,Femenino,Básica,Sí,Alta,Casado/a,9.0,No,Ocasional,Privado
43.0,Valparaíso,52.0,741000.0,Femenino,Básica,Sí,,Soltero/a,6.2,Sí,Frecuente,Bicicleta/Pie
55.8,Concepción,68.9,577000.0,Femenino,Técnica,Sí,Media,,5.6,No,Ocasional,Privado
56.6,Valdivia,69.0,,Masculino,Técnica,,Media,Separado/a,8.8,No,Nunca,Público
57.8,Temuco,76.6,332000.0,Femenino,Técnica,No,Baja,Viudo/a,7.2,No,Frecuente,Bicicleta/Pie
49.6,Santiago,81.4,961000.0,Masculino,Técnica,Sí,Media,Casado/a,9.0,Sí,Ocasional,Bicicleta/Pie
22.9,Concepción,69.3,525000.0,Femenino,,No,Alta,Casado/a,,No,Frecuente,Bicicleta/Pie
64.5,Santiago,92.3,1113000.0,,Técnica,No,Alta,Soltero/a,8.0,No,Ocasional,Público
22.8,Santiago,72.7,840000.0,Masculino,Técnica,No,Baja,,7.1,No,Ocasional,Público
44.5,Valparaíso,65.8,961000.0,Masculino,Técnica,Sí,Baja,,6.9,No,Frecuente,Privado
,Valparaíso,50.7,820000.0,Femenino,Universitaria,Sí,Media,Viudo/a,6.5,No,Ocasional,Bicicleta/Pie
39.0,Temuco,66.8,362000.0,Femenino,Universitaria,No,Media,Casado/a,5.3,No,Nunca,Público
44.9,La Serena,66.0,585000.0,,Técnica,,Alta,Casado/a,8.0,Sí,Frecuente,Privado
44.8,Valdivia,81.5,968000.0,Femenino,Media,No,Baja,Separado/a,6.4,No,Nunca,Público
46.3,Puerto Montt,75.5,842000.0,Femenino,Universitaria,No,Media,Separado/a,7.3,No,Ocasional,Público
,Santiago,55.8,1095000.0,Masculino,Básica,No,Media,Separado/a,9.9,,Ocasional,Público
46.8,La Serena,72.1,901000.0,Masculino,,Sí,Alta,Separado/a,6.2,No,Frecuente,Privado
36.3,Puerto Montt,78.1,558000.0,Masculino,Básica,Sí,Alta,Separado/a,6.6,Sí,Nunca,Público
54.5,Puerto Montt,88.3,601000.0,Femenino,Universitaria,No,Alta,Viudo/a,6.8,,Nunca,Público
57.8,Valdivia,80.7,826000.0,Femenino,Técnica,Sí,Alta,Casado/a,6.4,Sí,Frecuente,Público
21.6,Temuco,79.1,221000.0,Masculino,Universitaria,No,Media,Soltero/a,6.5,No,Nunca,Bicicleta/Pie
49.0,Puerto Montt,70.7,1218000.0,Femenino,Técnica,Sí,Baja,Viudo/a,8.0,No,Frecuente,Público
50.5,Valdivia,74.7,910000.0,Femenino,Técnica,Sí,Baja,Soltero/a,9.0,No,Frecuente,
35.5,Puerto Montt,85.0,1107000.0,Masculino,Universitaria,Sí,Alta,Separado/a,7.2,No,Ocasional,Público
60.6,Santiago,54.0,405000.0,Masculino,Básica,No,Alta,Casado/a,8.1,No,Ocasional,
37.7,Santiago,65.8,1111000.0,Femenino,Básica,No,,Separado/a,6.7,No,,Público
,Antofagasta,60.7,1358000.0,Femenino,,,Alta,Viudo/a,6.7,No,Frecuente,Bicicleta/Pie
37.4,La Serena,74.5,470000.0,Masculino,Técnica,Sí,Baja,Soltero/a,6.4,Sí,Frecuente,Bicicleta/Pie
40.2,Concepción,84.8,993000.0,Femenino,Básica,No,Alta,Casado/a,5.9,No,Frecuente,Bicicleta/Pie
23.6,Valdivia,62.8,800000.0,,Media,,,Viudo/a,,Sí,Frecuente,Público
,Valparaíso,41.3,414000.0,Masculino,Técnica,No,Alta,Viudo/a,6.2,No,Ocasional,Privado
,Valdivia,65.1,923000.0,Masculino,Universitaria,No,Alta,Casado/a,7.9,No,Nunca,Bicicleta/Pie
27.3,Concepción,81.0,,Femenino,Técnica,Sí,Baja,Casado/a,,No,Ocasional,Bicicleta/Pie
25.1,La Serena,76.5,650000.0,Masculino,Media,Sí,Media,Viudo/a,7.1,No,Frecuente,Bicicleta/Pie
7.7,Valparaíso,75.1,1091000.0,Masculino,Media,No,Media,Soltero/a,,No,Nunca,Bicicleta/Pie
30.4,Concepción,66.6,383000.0,Femenino,Básica,Sí,Alta,Soltero/a,5.8,No,Nunca,Bicicleta/Pie
20.2,Antofagasta,54.7,426000.0,Masculino,Media,Sí,Alta,Viudo/a,6.5,Sí,Frecuente,
64.6,Valparaíso,76.2,834000.0,Femenino,Técnica,Sí,,Viudo/a,5.4,No,Frecuente,Público
55.1,Santiago,60.0,806000.0,Femenino,Básica,Sí,Baja,Separado/a,7.0,Sí,Ocasional,Privado
29.7,Concepción,96.2,621000.0,Femenino,Media,Sí,Alta,Separado/a,4.4,No,Ocasional,Público
73.8,Valdivia,76.8,1002000.0,Masculino,Básica,No,Baja,,6.9,No,Frecuente,
54.7,Valparaíso,63.0,,Masculino,Básica,Sí,Media,Separado/a,8.0,,Frecuente,Público
35.1,Antofagasta,62.7,1015000.0,Femenino,Universitaria,No,,Soltero/a,7.0,Sí,Ocasional,Bicicleta/Pie
2.5,Valdivia,68.9,769000.0,Femenino,Básica,No,,Casado/a,5.9,No,Nunca,Público
74.4,Puerto Montt,67.1,951000.0,Femenino,Básica,No,Baja,,6.0,No,Nunca,Público
19.2,Valparaíso,,689000.0,Masculino,Media,Sí,Baja,Soltero/a,8.8,No,Nunca,Bicicleta/Pie
15.3,Valparaíso,72.2,1313000.0,Femenino,Técnica,Sí,Media,Soltero/a,7.2,No,Ocasional,Bicicleta/Pie
55.3,Antofagasta,61.2,597000.0,Femenino,Técnica,,,Viudo/a,8.3,No,Frecuente,Público
76.6,Puerto Montt,92.7,1326000.0,,Media,Sí,Baja,Soltero/a,8.4,Sí,Nunca,Público
60.8,Concepción,70.6,809000.0,Masculino,Técnica,No,Baja,Separado/a,6.3,No,Frecuente,Bicicleta/Pie
48.5,Temuco,79.2,456000.0,,Básica,No,Baja,Viudo/a,5.5,No,Ocasional,Privado
48.9,Concepción,62.7,1142000.0,Masculino,Universitaria,No,,Viudo/a,8.0,Sí,Ocasional,Bicicleta/Pie
52.8,Puerto Montt,74.4,831000.0,Masculino,Básica,Sí,Baja,Separado/a,5.7,No,Frecuente,Público
51.4,La Serena,73.7,1013000.0,Femenino,Básica,No,Baja,,,No,Frecuente,Público
44.2,Valdivia,47.3,1106000.0,Femenino,,No,Media,Separado/a,7.2,,Frecuente,Público
41.6,Antofagasta,94.2,884000.0,Femenino,Media,No,Baja,Separado/a,6.6,No,Frecuente,Bicicleta/Pie
39.1,Concepción,85.5,,Masculino,Básica,Sí,Media,Viudo/a,3.5,No,Nunca,Bicicleta/Pie
28.7,Valparaíso,65.2,1044000.0,Masculino,Básica,No,Alta,Separado/a,5.1,Sí,Frecuente,Privado
35.8,Antofagasta,56.8,800000.0,Masculino,Media,No,Baja,Casado/a,8.5,No,Nunca,Público
14.6,Santiago,74.2,971000.0,Femenino,Básica,Sí,Baja,Casado/a,6.9,Sí,Ocasional,
38.5,Puerto Montt,71.0,262000.0,Masculino,Básica,No,Media,Casado/a,8.1,No,Nunca,Bicicleta/Pie
25.2,Valdivia,74.3,,Femenino,Técnica,Sí,Alta,Viudo/a,5.8,Sí,Frecuente,Público
23.4,Concepción,72.3,640000.0,Femenino,Media,,Alta,Separado/a,,No,Nunca,Privado
42.7,Antofagasta,76.1,1213000.0,Femenino,Básica,Sí,Media,Soltero/a,8.1,Sí,Ocasional,Bicicleta/Pie
60.9,Valdivia,87.4,956000.0,Masculino,Básica,Sí,Alta,Separado/a,8.9,Sí,Frecuente,Público
53.8,Concepción,76.8,860000.0,Masculino,Universitaria,Sí,Alta,Casado/a,5.7,No,Ocasional,Bicicleta/Pie
,Antofagasta,57.4,922000.0,,Universitaria,No,Alta,Separado/a,,Sí,Ocasional,Bicicleta/Pie
25.2,Valparaíso,86.4,550000.0,Femenino,,No,Alta,Viudo/a,5.5,Sí,Frecuente,
54.1,Santiago,89.7,1206000.0,Masculino,Básica,Sí,Alta,Separado/a,4.5,No,Nunca,
25.3,Santiago,107.8,1298000.0,Masculino,Básica,Sí,Alta,Viudo/a,7.9,Sí,Ocasional,
36.6,La Serena,56.5,898000.0,Femenino,Universitaria,Sí,Alta,Soltero/a,5.6,Sí,Frecuente,Privado
48.3,Antofagasta,72.9,1198000.0,Femenino,Técnica,Sí,Alta,Soltero/a,5.2,Sí,Ocasional,Bicicleta/Pie
25.5,Concepción,45.0,658000.0,Masculino,Técnica,Sí,,Viudo/a,5.2,Sí,Nunca,Público
41.6,Santiago,,601000.0,Femenino,Técnica,Sí,Media,Separado/a,6.5,,,Bicicleta/Pie
20.0,Puerto Montt,63.4,810000.0,Masculino,Técnica,Sí,Alta,Casado/a,4.4,No,Ocasional,
31.0,Santiago,93.1,909000.0,Femenino,Media,Sí,,Viudo/a,7.9,No,Ocasional,Privado
44.8,Temuco,60.7,702000.0,Femenino,Universitaria,Sí,Alta,Separado/a,7.7,Sí,,Privado
16.1,Temuco,49.7,934000.0,Masculino,,Sí,Alta,Separado/a,7.7,,Nunca,Privado
46.6,Santiago,64.3,877000.0,Femenino,,Sí,Baja,Separado/a,8.8,No,Frecuente,Privado
39.7,Antofagasta,46.3,550000.0,Femenino,Técnica,Sí,Media,Casado/a,,,Ocasional,Público
48.3,La Serena,79.0,930000.0,Femenino,Básica,No,Media,Casado/a,5.6,No,Nunca,Bicicleta/Pie
43.4,Santiago,45.2,,Masculino,Media,Sí,Baja,Casado/a,8.0,Sí,Ocasional,Privado
60.5,Valparaíso,70.3,843000.0,Femenino,Universitaria,No,Baja,Viudo/a,8.7,Sí,Ocasional,Público
41.9,Valdivia,45.1,1088000.0,Femenino,,No,Media,Viudo/a,8.2,No,Ocasional,Privado
33.6,Concepción,,,Masculino,Básica,No,Alta,Casado/a,8.3,Sí,Nunca,
41.8,La Serena,89.7,917000.0,,Técnica,Sí,Alta,Viudo/a,6.8,No,Ocasional,Privado
48.1,Valparaíso,74.3,507000.0,Femenino,Técnica,,Media,Casado/a,,No,Ocasional,Bicicleta/Pie
40.7,La Serena,59.6,521000.0,Femenino,Universitaria,,Alta,Viudo/a,6.6,No,,Bicicleta/Pie
40.6,Valparaíso,69.6,642000.0,Femenino,Media,No,Baja,Separado/a,,No,Nunca,Público
29.5,Concepción,,564000.0,Masculino,Básica,Sí,Baja,Casado/a,8.5,,Frecuente,Privado
30.1,Concepción,75.7,663000.0,Femenino,Técnica,Sí,Baja,Viudo/a,7.3,No,Frecuente,Privado
19.0,Temuco,53.6,746000.0,Masculino,Universitaria,No,Media,Separado/a,8.2,Sí,Frecuente,Bicicleta/Pie
66.2,Antofagasta,77.1,1009000.0,Masculino,Técnica,No,Media,Separado/a,4.8,No,Frecuente,Privado
21.3,Valparaíso,37.5,720000.0,Femenino,Universitaria,Sí,Media,Viudo/a,6.3,No,Ocasional,Bicicleta/Pie
29.6,Valdivia,62.4,,Femenino,Técnica,No,Alta,Separado/a,5.5,No,Frecuente,Público
29.2,Temuco,64.1,1085000.0,Masculino,Media,Sí,Media,Soltero/a,4.6,No,Nunca,Privado
53.4,Valparaíso,77.6,591000.0,Femenino,Básica,Sí,Media,Casado/a,7.4,Sí,Ocasional,Bicicleta/Pie
35.6,Temuco,70.3,785000.0,Femenino,Técnica,Sí,Baja,Casado/a,,Sí,Frecuente,Privado
58.7,Concepción,53.1,912000.0,Masculino,Básica,No,Alta,Separado/a,6.4,No,Frecuente,Privado
29.9,La Serena,58.2,850000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,5.5,No,Nunca,
44.2,Puerto Montt,72.4,1074000.0,Masculino,Media,Sí,Baja,Soltero/a,6.4,Sí,Nunca,Bicicleta/Pie
27.5,Temuco,69.1,920000.0,Femenino,Básica,Sí,Alta,Viudo/a,7.9,No,Frecuente,Público
,Valparaíso,63.1,585000.0,Masculino,Técnica,Sí,Media,,5.6,,Frecuente,Público
